10:24:34 13-11-2009 | th-0074 | 01 |                  main.c   275 | VTSERVER Start...
10:25:29 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.horizontalTextPosition) ok.
10:25:29 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:25:29 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:25:29 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne 0) ok.
10:25:29 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:25:29 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:25:29 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663968...
10:25:29 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:25:30 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:25:30 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:25:30 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:25:30 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:25:30 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:25:30 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.iconVisible) ok.
10:25:30 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:25:30 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:25:30 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne false) ok.
10:25:30 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:25:30 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:25:31 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663968...
10:25:31 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:25:31 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:25:31 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:25:31 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:25:31 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:25:31 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:25:31 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.verticalAlignment) ok.
10:25:31 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:25:32 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:25:32 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne 0) ok.
10:25:32 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:25:32 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:25:32 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663968...
10:25:32 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:25:32 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:25:32 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:25:32 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:25:32 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:25:33 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:25:33 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.verticalTextPosition) ok.
10:25:33 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:25:33 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:25:33 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne 0) ok.
10:25:33 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:25:33 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:25:33 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663968...
10:25:33 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:25:33 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:25:33 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:25:34 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:25:34 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:25:34 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:25:34 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.comment.shape) ok.
10:25:34 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:25:34 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:25:34 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne bumpRectangle) ok.
10:25:34 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:25:34 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:25:34 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663952...
10:25:34 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:25:35 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:25:35 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:25:35 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:25:35 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:25:35 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:25:35 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.comment.shapeVisible) ok.
10:25:35 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:25:35 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:25:35 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne false) ok.
10:25:35 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:25:35 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:25:36 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663968...
10:25:36 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:25:36 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:25:36 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:25:36 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:25:36 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:25:36 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:25:36 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.comment.textVisible) ok.
10:25:36 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:25:36 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:25:36 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne true) ok.
10:25:37 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:25:37 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:25:37 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663968...
10:25:37 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:25:37 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:25:37 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:25:37 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:25:37 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:25:37 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:25:37 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.comment.borderVisible) ok.
10:25:37 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:25:38 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:25:38 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne false) ok.
10:25:38 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:25:38 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:25:38 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663968...
10:25:38 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:25:38 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:25:38 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:25:38 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:25:38 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:25:38 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:25:39 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.comment.foreground) ok.
10:25:39 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:25:39 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:25:39 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne #000000) ok.
10:25:39 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:25:39 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:25:39 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663968...
10:25:39 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:25:39 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:25:39 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:25:39 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:25:40 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:25:40 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:25:40 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.comment.background) ok.
10:25:40 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:25:40 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:25:40 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne #0000FF) ok.
10:25:40 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:25:40 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:25:40 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663968...
10:25:40 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:25:40 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:25:41 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:25:41 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:25:41 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:25:41 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:25:41 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.comment.border) ok.
10:25:41 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:25:41 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:25:41 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne solid1) ok.
10:25:41 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:25:41 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:25:42 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663968...
10:25:42 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:25:42 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:25:42 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:25:42 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:25:42 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:25:42 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:25:42 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.comment.borderColor) ok.
10:25:42 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:25:42 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:25:42 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne #0000FF) ok.
10:25:43 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:25:43 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:25:43 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663968...
10:25:43 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:25:43 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:25:43 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:25:43 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:25:43 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:25:43 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:25:43 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.comment.font) ok.
10:25:43 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:25:44 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:25:44 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne Tahoma#11#false#false) ok.
10:25:44 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:25:44 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:25:44 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663952...
10:25:44 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:25:44 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:25:44 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:25:44 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:25:44 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:25:44 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:25:45 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.comment.horizontalAlignment) ok.
10:25:45 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:25:45 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:25:45 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne 0) ok.
10:25:45 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:25:45 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:25:45 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663968...
10:25:45 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:25:45 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:25:45 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:25:46 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:25:46 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:25:46 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:25:46 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.comment.horizontalTextPosition) ok.
10:25:46 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:25:46 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:25:46 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne 0) ok.
10:25:46 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:25:46 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:25:46 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663968...
10:25:46 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:25:47 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:25:47 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:25:47 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:25:47 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:25:47 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:25:47 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.comment.iconVisible) ok.
10:25:47 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:25:47 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:25:47 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne false) ok.
10:25:47 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:25:47 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:25:48 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663968...
10:25:48 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:25:48 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:25:48 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:25:48 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:25:48 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:25:48 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:25:48 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.comment.verticalAlignment) ok.
10:25:48 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:25:48 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:25:48 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne 0) ok.
10:25:49 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   754 | abs_sgbd_pg_decodeBytes...
10:25:49 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   756 | abs_sgbd_pg_decodeBytes (retourne 15791912) ok.
10:25:49 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   763 | abs_sgbd_pg_freeMem 8663968...
10:25:49 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   765 | abs_sgbd_pg_freeMem ok.
10:25:49 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   639 | abs_sgbd_numRows...
10:25:49 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   457 | abs_sgbd_pg_numRows...
10:25:49 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   467 | abs_sgbd_pg_numRows (retourne 112) ok.
10:25:49 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
10:25:49 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   573 | abs_sgbd_pg_getField...
10:25:49 13-11-2009 | th-00f0 | 05 |        abs_sgbd_pgsql.c   583 | abs_sgbd_pg_getField (retourne node.comment.verticalTextPosition) ok.
10:25:49 13-11-2009 | th-00f0 | 05 |              abs_sgbd.c   681 | abs_sgbd_getField...
